summer,winter,name,fall,spring,number,description
 , ,Computer Networks,[u'Section 01'], ,CMPE252A,"[u'Issues resulting from organizing communication among autonomous computers. Includes network models and switching techniques; medium access control protocols and local area networks; error control and retransmission strategies; routing algorithms and protocols; congestion control mechanisms and end-to-end protocols; application-level protocols; and application of concepts to wireless and wireline networks, with emphasis on the Internet. Enrollment restricted to graduate students. J. Garcia-Luna-Aceves, A. Varma', u'5 Credits']"
 , ,Multimedia Systems,"[u'Section 01', u'Section 50']", ,CMPE250,"[u'Study of state-of-the-art technology for networked multimedia systems. Topics include audio, image, and video acquisition and compression standards (JPEG, MPEG, and ITU families); networking for multimedia; and digital television. Proficiency in C or C++ required. Prerequisite(s): Enrollment restricted to graduate students. R. Manduchi', u'5 Credits']"
 ,[u'Section 01'],Games in Design and Control, ,[u'Section 01'],CMPE248,"[u'Graduate-level introduction to game theory and its applications to system design, verification, analysis, and optimal control. Enrollment restricted to graduate students. Computer Science 101, 201, or equivalent recommended. L. De Alfaro', u'5 Credits']"
 , ,Introduction to Feedback Control Systems,[u'Section 01'], ,CMPE241,"[u'Graduate-level introduction to control of continuous linear systems using classical feedback techniques. Design of feedback controllers for command-following error, disturbance rejection, stability, and dynamic response specifications. Root locus and frequency response design techniques. Extensive use of Matlab for computer-aided controller design. Course has concurrent lectures with Electrical Engineering 154. (Also offered as Electrical Engineering 241. Students cannot receive credit for both courses.) Enrollment restricted to graduate students. G. Elkaim, W. Dunbar, P. Milanfar, P. Mantey, J. Rosen', u'5 Credits']"
 , ,System Identification, ,[u'Section 01'],CMPE243,"[u'Course provides introduction to the construction of linear dynamical models from experimental data using parametric and non-parametric identification techniques. Theoretical and practical aspects of these techniques addressed. Prerequisite(s): course 240, or by permission of instructor. G. Elkaim, W. Dunbar', u'5 Credits']"
 ,[u'Section 01'],Applied Feedback Control, , ,CMPE242,"[u'Sequel to Electrical Engineering 154. After reviewing control design techniques examined in EE 154, this course explores state space control, discrete time control, and two case studies in control design. Students design and implement feedback controllers on an inverted pendulum experiment. Prerequisite(s): Electrical Engineering 154 or course 241. Enrollment restricted to juniors, seniors, and graduate students. W. Dunbar', u'5 Credits']"
 ,[u'Section 01'],Human Factors, , ,CMPE233,"[u'Course focuses on theories, practices, and design of systems to optimize human well-being and system performance through consideration of psychological, social, physical, and biological factors. Covers human sensory systems and memory, workload management, error and reliability, performance measurement, and ergonomic design. Interdisciplinary course for social science and engineering graduate students.  Enrollment restricted to graduate students; undergraduates may enroll if they have completed course 131.', u'5 Credits']"
 , ,User Evaluation of Technology,[u'Section 01'], ,CMPE235,"[u'Presents a variety of evaluation methodologies to assess usability, acceptance, and effectiveness of technology with the intended users. Combines lectures and exercises for students to gain firsthand experiences of these methodologies with real users.', u'5 Credits']"
 ,[u'Section 01'],Introduction to Linear Dynamical Systems, , ,CMPE240,"[u'Introduction to applied linear algebra and linear dynamical systems with applications to circuits, signal processing, communications, and control systems. Topics include the following: Least-squares approximations of over-determined equations and least-norm solutions of underdetermined equations. Symmetric matrices, matrix norm and singular value decomposition. Eigenvalues, left and right eigenvectors, and dynamical interpretation. Matrix exponential, stability, and asymptotic behavior. Multi-input multi-output systems, impulse and step matrices; convolution and transfer matrix descriptions. Control, reachability, state transfer, and least-norm inputs. Observability and least-squares state estimation. Enrollment restricted to graduate students; undergraduates may enroll if they have completed Electrical Engineering 103 and Applied Math and Statistics 147. G. Elkaim, K. Ross, W. Dunbar', u'5 Credits']"
 , ,Computer Performance Evaluation,[u'Section 01'], ,CMPE230,"[u'Introduction to methods of analysis of computer system performance. Predictive performance models with emphasis on queuing models; exact and appropriate solution methods, discrete-event simulation, and numeric iterative approaches; analytical solutions and their computation; separable queuing networks, decomposition approaches; examples of practical application; and performance measurement, model validation, robustness of models, and operational analysis. Enrollment restricted to graduate students. Enrollment limited to 20. Offered in alternate academic years. A. Brandwajn', u'5 Credits']"
 ,[u'Section 01'],Arithmetic Processors, , ,CMPE232,"[u'Concept of number systems: binary additions, multiplications, divisions; elementary function evaluations; algorithm acceleration; floating-point and significant arithmetics; IEEE standards; technology related issues; algorithm evaluation by implementation with gate arrays. Prerequisite(s): course 202. Enrollment restricted to graduate students. Enrollment limited to 15. P. Chan', u'5 Credits']"
 ,[u'Section 01'],Human-Computer Interaction, , ,CMPE231,"[u'Theory and hands-on practice to understand what makes user interfaces usable and accessible to diverse individuals. Covers human senses and memory and their design implications, requirement solicitation, user-centered design and prototyping techniques, and expert and user evaluations. Individual research project. Interdisciplinary course for art, social science and engineering graduate students. Students cannot receive credit for this course and course 131. (Also offered as Digital Arts and New Media 231. Students cannot receive credit for both courses.) Enrollment restricted to graduate students. S. Kurniawan', u'5 Credits']"
 ,[u'Section 01'],Computer-Aided Analysis of Electrical Circuits, , ,CMPE226,"[u'Covers issues involved in building an electrical circuit simulator. Topics include formulation of circuit equations, device modeling, solution of systems of linear and nonlinear equations, numerical integration techniques, and switch-level timing simulation. Enrollment restricted to graduate students; undergraduates may enroll if they have completed courses 171/L. Offered in alternate academic years. P. Chan', u'5 Credits']"
 , ,Introduction to ASIC Systems Design,[u'Section 01'], ,CMPE225,"[u'Introduces reconfigurable computing systems with emphasis on field-programmable devices. Topics include: architectures of field-programmable devices; novel reconfigurable systems; and hardware algorithms. Enrollment limited to 10. Offered in alternate academic years. P. Chan', u'5 Credits']"
